,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,28.842979431152344,10844.640625,359.75738525390625,45.79656219482422,0.24317699670791626,28.842979431152344,10844.640625,359.75738525390625,45.79656219482422,0.24317699670791626,29.00316619873047,10860.0009765625,360.3533630371094,45.87041473388672,0.2465520054101944,26.976037979125977,10649.4951171875,352.1468505859375,45.020565032958984,0.23903800547122955,26.990190505981445,10709.650390625,354.3630065917969,45.29804992675781,0.24126900732517242,612454595,46582396602,11600013236,1790368155,1630882291
2020-09-30,29.290876388549805,10784.4912109375,359.9378662109375,46.3714599609375,0.241784006357193,29.290876388549805,10784.4912109375,359.9378662109375,46.3714599609375,0.241784006357193,29.559436798095703,10847.2568359375,361.17877197265625,46.71512222290039,0.24307000637054443,28.04154396057129,10669.3212890625,353.32794189453125,45.49448776245117,0.23885400593280792,28.877155303955078,10843.87109375,360.03851318359375,45.8067626953125,0.24307000637054443,566560144,44171073700,11818610610,1979505099,1571088310
2020-10-01,27.43197250366211,10619.4521484375,353.2059020996094,46.313507080078125,0.2382490038871765,27.43197250366211,10619.4521484375,353.2059020996094,46.313507080078125,0.2382490038871765,29.38222312927246,10933.6240234375,369.264404296875,48.513702392578125,0.24464499950408936,26.363203048706055,10472.3564453125,346.47705078125,45.565799713134766,0.2349420040845871,29.321781158447266,10795.2548828125,360.30914306640625,46.42695617675781,0.2419690042734146,630087805,40023134100,14679481911,2558851054,1725071846
2020-10-02,27.285680770874023,10575.974609375,346.2389221191406,44.923973083496094,0.23411700129508972,27.285680770874023,10575.974609375,346.2389221191406,44.923973083496094,0.23411700129508972,28.182659149169922,10657.837890625,354.11541748046875,46.95109176635742,0.2393060028553009,25.89402961730957,10416.689453125,336.4671630859375,44.20128631591797,0.22982299327850342,27.450183868408203,10619.8212890625,352.9496765136719,46.34896469116211,0.2382970005273819,638940976,48661453918,14215390463,2201641713,1849001296
2020-10-03,28.20231056213379,10549.3291015625,346.5220947265625,45.58177185058594,0.2329380065202713,28.20231056213379,10549.3291015625,346.5220947265625,45.58177185058594,0.2329380065202713,28.285842895507812,10598.9404296875,351.3077087402344,46.130401611328125,0.2349720001220703,27.139930725097656,10511.1298828125,344.66656494140625,44.781742095947266,0.2329380065202713,27.346473693847656,10575.1005859375,346.2186279296875,44.905696868896484,0.23416100442409515,495908650,44660271563,10060167889,1707844978,1261839176
2020-10-04,28.9438533782959,10669.5830078125,352.5790100097656,46.730106353759766,0.2476850003004074,28.9438533782959,10669.5830078125,352.5790100097656,46.730106353759766,0.2476850003004074,29.1361026763916,10686.0,354.0457458496094,47.040550231933594,0.2501380145549774,28.069293975830078,10534.3916015625,345.1310119628906,45.45301055908203,0.23220999538898468,28.212909698486328,10550.4404296875,346.60223388671875,45.58098220825195,0.23307199776172638,514574736,71251776995,10696959020,2034541387,1885456462
2020-10-05,28.659103393554688,10793.33984375,353.956787109375,46.36322784423828,0.2508159875869751,28.659103393554688,10793.33984375,353.956787109375,46.36322784423828,0.2508159875869751,29.303857803344727,10793.5078125,355.2140808105469,47.105098724365234,0.2536909878253937,28.173002243041992,10634.6005859375,349.6799011230469,45.69383239746094,0.24709099531173706,29.009138107299805,10676.529296875,352.73681640625,46.74247741699219,0.2481900006532669,425642119,47537578009,11809507622,2349391995,2159900755
2020-10-06,27.714527130126953,10604.40625,340.81585693359375,45.985530853271484,0.2453410029411316,27.714527130126953,10604.40625,340.81585693359375,45.985530853271484,0.2453410029411316,28.969850540161133,10797.578125,354.989013671875,48.08342361450195,0.258776992559433,27.3001766204834,10528.890625,338.0032958984375,45.673255920410156,0.24235700070858002,28.66607093811035,10796.306640625,353.95648193359375,46.35686492919922,0.25083398818969727,505088690,42623695307,12830796112,3013107749,3068832281
2020-10-07,27.704835891723633,10668.96875,341.80865478515625,46.66048049926758,0.248539000749588,27.704835891723633,10668.96875,341.80865478515625,46.66048049926758,0.248539000749588,27.87132453918457,10680.5078125,342.4508361816406,46.98228454589844,0.2512109875679016,26.943635940551758,10562.5068359375,334.5455627441406,45.24394607543945,0.2417140007019043,27.69797706604004,10603.35546875,340.9430847167969,46.00466537475586,0.24543499946594238,394557518,37799458436,11929918060,2167187221,1894313447
2020-10-08,27.705310821533203,10915.685546875,350.7661437988281,47.218379974365234,0.2514539957046509,27.705310821533203,10915.685546875,350.7661437988281,47.218379974365234,0.2514539957046509,27.812650680541992,10945.7373046875,352.21148681640625,47.488433837890625,0.2528209984302521,26.60059356689453,10562.6064453125,335.6474914550781,45.83724594116211,0.24291400611400604,27.71349334716797,10669.37109375,342.0446472167969,46.68059539794922,0.24888700246810913,431553686,63314794397,13461017711,2350341454,1984994731
2020-10-09,28.445030212402344,11064.4580078125,365.5904846191406,47.83295440673828,0.25349101424217224,28.445030212402344,11064.4580078125,365.5904846191406,47.83295440673828,0.25349101424217224,28.541677474975586,11102.671875,368.3103332519531,48.27326965332031,0.2566779851913452,27.527679443359375,10846.8505859375,348.2058410644531,46.71034622192383,0.24998000264167786,27.738210678100586,10927.9130859375,351.1128845214844,47.2160530090332,0.25144898891448975,465984452,22799117613,13043501763,2250628685,2104833281
2020-10-10,28.31248664855957,11296.361328125,370.96759033203125,48.92109680175781,0.25429001450538635,28.31248664855957,11296.361328125,370.96759033203125,48.92109680175781,0.25429001450538635,29.224105834960938,11442.2109375,378.26715087890625,50.40800476074219,0.25977298617362976,28.157730102539062,11056.9404296875,365.3540344238281,47.77711868286133,0.2531439960002899,28.435131072998047,11059.142578125,365.4024658203125,47.77711868286133,0.25322699546813965,426434526,22877978588,13618484324,2781995604,1957706164
2020-10-11,28.555580139160156,11384.181640625,375.1420593261719,50.727901458740234,0.25571900606155396,28.555580139160156,11384.181640625,375.1420593261719,50.727901458740234,0.25571900606155396,28.742475509643555,11428.8134765625,377.2467956542969,51.24394607543945,0.25818899273872375,27.96128273010254,11288.6279296875,369.8280334472656,48.865318298339844,0.25382301211357117,28.382028579711914,11296.08203125,370.9284362792969,48.91490936279297,0.2542009949684143,408482939,19968627060,12584512533,2601103257,1851962086
2020-10-12,30.71468162536621,11555.36328125,387.73126220703125,50.74381637573242,0.2564460039138794,30.71468162536621,11555.36328125,387.73126220703125,50.74381637573242,0.2564460039138794,31.08211326599121,11698.4677734375,395.1221618652344,51.52434158325195,0.25821900367736816,28.491445541381836,11240.6865234375,366.642333984375,49.53612518310547,0.2501719892024994,28.549907684326172,11392.6357421875,374.7987365722656,50.61570739746094,0.2556680142879486,718406691,26163972642,15867455424,2646408249,2117892928
2020-10-13,30.706745147705078,11425.8994140625,381.1907653808594,49.94063949584961,0.2563230097293854,30.706745147705078,11425.8994140625,381.1907653808594,49.94063949584961,0.2563230097293854,31.765100479125977,11548.984375,387.37567138671875,50.683040618896484,0.2600489854812622,30.2694034576416,11321.224609375,375.58245849609375,49.1269416809082,0.25333499908447266,30.670005798339844,11548.7197265625,387.1429443359375,50.683040618896484,0.2563509941101074,600050050,24241420251,14226744838,2177774803,2098212018
2020-10-14,30.912118911743164,11429.5068359375,379.4840393066406,49.84648895263672,0.2494480013847351,30.912118911743164,11429.5068359375,379.4840393066406,49.84648895263672,0.2494480013847351,31.29753875732422,11539.9775390625,387.2961730957031,50.97562026977539,0.25839298963546753,30.4619083404541,11307.8310546875,374.1750183105469,49.41543197631836,0.2466830015182495,30.738811492919922,11429.0478515625,381.9714660644531,50.00718307495117,0.256727010011673,460297911,24103426719,13918846567,2213563866,1954936434
2020-10-15,31.29586410522461,11495.349609375,377.44183349609375,49.49037170410156,0.24593999981880188,31.29586410522461,11495.349609375,377.44183349609375,49.49037170410156,0.24593999981880188,31.569292068481445,11569.9140625,381.2087707519531,50.2487907409668,0.2502779960632324,30.500120162963867,11303.603515625,371.3541259765625,49.0589599609375,0.24401099979877472,30.88991928100586,11426.6025390625,379.1922302246094,49.82561111450195,0.24940599501132965,504135680,24487233058,14964182545,2340485565,1652788747
2020-10-16,29.99489974975586,11322.123046875,366.22900390625,47.692874908447266,0.24044300615787506,29.99489974975586,11322.123046875,366.22900390625,47.692874908447266,0.24044300615787506,31.917165756225586,11540.0615234375,380.0215148925781,49.901912689208984,0.24759000539779663,29.666963577270508,11223.0126953125,362.597412109375,46.21237564086914,0.23849999904632568,31.31403923034668,11502.828125,377.8684997558594,49.53493118286133,0.24605800211429596,546849696,25635480772,14670784817,2331529601,1656312547
2020-10-17,30.24823570251465,11358.1015625,368.8559265136719,47.05392837524414,0.24093100428581238,30.24823570251465,11358.1015625,368.8559265136719,47.05392837524414,0.24093100428581238,30.555606842041016,11386.26171875,369.76812744140625,47.747188568115234,0.24271899461746216,29.71999168395996,11285.345703125,364.489013671875,46.746177673339844,0.23921799659729004,30.04375648498535,11322.123046875,366.0157165527344,47.747188568115234,0.2405409961938858,377026508,19130430174,10951115359,2169301016,1173505925
2020-10-18,30.659523010253906,11483.359375,378.21368408203125,47.619544982910156,0.24222500622272491,30.659523010253906,11483.359375,378.21368408203125,47.619544982910156,0.24222500622272491,30.996551513671875,11483.359375,378.59765625,47.878196716308594,0.24341900646686554,30.221710205078125,11347.578125,368.129150390625,46.973388671875,0.2405710071325302,30.24098777770996,11355.982421875,368.7275390625,47.059417724609375,0.24085000157356262,440840685,18283314340,11047103109,2636565895,1238720802
2020-10-19,29.925067901611328,11742.037109375,379.93560791015625,48.098915100097656,0.24596400558948517,29.925067901611328,11742.037109375,379.93560791015625,48.098915100097656,0.24596400558948517,30.656213760375977,11799.0927734375,383.3176574707031,48.49648666381836,0.24947099387645721,29.8570613861084,11408.2900390625,373.7022705078125,46.9943733215332,0.24049699306488037,30.656213760375977,11495.0380859375,378.4696350097656,47.641456604003906,0.24230800569057465,385913101,23860769928,12811242092,1771107656,1435700560
2020-10-20,28.803443908691406,11916.3349609375,369.13690185546875,47.051029205322266,0.24357299506664276,28.803443908691406,11916.3349609375,369.13690185546875,47.051029205322266,0.24357299506664276,30.0800724029541,11999.91796875,380.7610168457031,48.44023895263672,0.24940000474452972,28.543447494506836,11681.48046875,367.60107421875,46.68516159057617,0.24256199598312378,29.930313110351562,11745.974609375,379.7196960449219,48.10254669189453,0.24592700600624084,493774162,30915821592,13741586582,1757468523,1526376279
2020-10-21,29.772354125976562,12823.689453125,392.1899719238281,53.04533004760742,0.2516149878501892,29.772354125976562,12823.689453125,392.1899719238281,53.04533004760742,0.2516149878501892,30.38338279724121,13184.56640625,400.62725830078125,54.54841232299805,0.2552269995212555,28.70941734313965,11900.9287109375,368.72796630859375,47.05569076538086,0.24317899346351624,28.81385040283203,11913.0771484375,369.0594177246094,47.062843322753906,0.2434850037097931,510855830,43414712626,20241324322,3534993796,2306399543
2020-10-22,30.658191680908203,12965.8916015625,413.7729797363281,54.267276763916016,0.25680699944496155,30.658191680908203,12965.8916015625,413.7729797363281,54.267276763916016,0.25680699944496155,31.300006866455078,13161.59375,420.14166259765625,56.06055450439453,0.26346299052238464,29.764415740966797,12717.09375,391.27630615234375,53.00957489013672,0.2512330114841461,29.765539169311523,12801.6357421875,391.4886169433594,53.015892028808594,0.2513349950313568,530907796,34729759598,15772846485,3814584794,2827483708
2020-10-23,30.633960723876953,12931.5390625,409.7666931152344,55.23868942260742,0.2548789978027344,30.633960723876953,12931.5390625,409.7666931152344,55.23868942260742,0.2548789978027344,31.164146423339844,13015.9619140625,418.9599304199219,56.66780471801758,0.25930601358413696,30.102983474731445,12752.6474609375,403.08203125,53.1826171875,0.2507129907608032,30.655258178710938,12971.548828125,414.05133056640625,54.29941177368164,0.25732600688934326,514504830,28974975003,14256222052,3519541892,2125734863
2020-10-24,30.588821411132812,13108.0625,412.4576110839844,59.09558868408203,0.2564310133457184,30.588821411132812,13108.0625,412.4576110839844,59.09558868408203,0.2564310133457184,30.841915130615234,13145.06640625,416.59967041015625,59.325233459472656,0.25764501094818115,30.46013832092285,12885.7470703125,407.8517150878906,54.814544677734375,0.25283199548721313,30.633960723876953,12931.57421875,409.7672424316406,55.23872756958008,0.2548789978027344,407454460,24542317940,12201739194,3899047277,1590424952
2020-10-25,30.107540130615234,13031.173828125,406.2177734375,58.674800872802734,0.25321298837661743,30.107540130615234,13031.173828125,406.2177734375,58.674800872802734,0.25321298837661743,30.966110229492188,13329.18359375,417.1592102050781,59.77090072631836,0.25714701414108276,29.961666107177734,12910.0615234375,405.35064697265625,56.66130065917969,0.25174498558044434,30.588821411132812,13108.0634765625,412.4576416015625,59.095584869384766,0.2564310133457184,391997739,24406920575,10890207469,3725652470,1484930709
2020-10-26,31.154560089111328,13075.248046875,393.8883056640625,56.74577713012695,0.2486879974603653,31.154560089111328,13075.248046875,393.8883056640625,56.74577713012695,0.2486879974603653,31.31110382080078,13225.2978515625,411.2798767089844,59.097110748291016,0.2584080100059509,29.992475509643555,12822.3828125,383.78289794921875,55.213218688964844,0.2440820038318634,30.107542037963867,13031.201171875,406.2179870605469,58.67481994628906,0.25321298837661743,624224136,29461458313,15155684229,3701855843,2390566065
2020-10-27,31.638721466064453,13654.21875,403.9970397949219,57.8160514831543,0.2528989911079407,31.638721466064453,13654.21875,403.9970397949219,57.8160514831543,0.2528989911079407,32.345069885253906,13759.6689453125,409.7728576660156,58.885128021240234,0.2538740038871765,30.99955177307129,13060.837890625,390.60845947265625,56.5108642578125,0.2480970025062561,31.15468406677246,13075.2421875,393.88818359375,56.745750427246094,0.2486879974603653,715978374,33749878156,13940434102,3431678162,2273574015
2020-10-28,30.363506317138672,13271.28515625,388.6507568359375,55.74251174926758,0.24586500227451324,30.363506317138672,13271.28515625,388.6507568359375,55.74251174926758,0.24586500227451324,31.92716407775879,13837.6953125,408.9647521972656,60.30220413208008,0.2563929855823517,29.868392944335938,12932.2509765625,381.1463317871094,54.71086502075195,0.24460799992084503,31.638784408569336,13654.21484375,403.9971008300781,57.816078186035156,0.25290000438690186,477279858,35867318895,15276441134,3786206312,2375598739
2020-10-29,29.842477798461914,13437.8828125,386.7301025390625,54.76585388183594,0.24229499697685242,29.842477798461914,13437.8828125,386.7301025390625,54.76585388183594,0.24229499697685242,30.42120361328125,13612.0478515625,393.2276916503906,56.3043098449707,0.24699600040912628,29.512840270996094,12980.0595703125,381.28875732421875,53.460052490234375,0.24031199514865875,30.363554000854492,13271.298828125,388.65106201171875,55.742557525634766,0.24586500227451324,426303252,56499499598,12920477749,3010404352,5451698743
2020-10-30,28.508411407470703,13546.5224609375,382.8199768066406,53.83503341674805,0.23918400704860687,28.508411407470703,13546.5224609375,382.8199768066406,53.83503341674805,0.23918400704860687,30.194156646728516,13651.5166015625,391.4647216796875,55.570556640625,0.24400000274181366,27.585996627807617,13136.1982421875,375.0924072265625,52.52662658691406,0.23282800614833832,29.842683792114258,13437.8740234375,386.7302551269531,54.765960693359375,0.24229200184345245,531974962,30581485201,13688056970,2563994174,2364402263
2020-10-31,28.431215286254883,13780.9951171875,386.59033203125,55.59025955200195,0.23974399268627167,28.431215286254883,13780.9951171875,386.59033203125,55.59025955200195,0.23974399268627167,28.892671585083008,14028.2138671875,393.0101318359375,56.10519790649414,0.24321900308132172,28.169597625732422,13457.5302734375,381.2952575683594,53.533382415771484,0.23774899542331696,28.508411407470703,13546.5322265625,382.8200378417969,53.83503723144531,0.23918800055980682,360596998,30306464719,11276963426,2657420659,2100764094
2020-11-01,28.461565017700195,13737.109375,396.3581848144531,55.587623596191406,0.23979699611663818,28.461565017700195,13737.109375,396.3581848144531,55.587623596191406,0.23979699611663818,28.665218353271484,13862.033203125,397.1161193847656,55.97421646118164,0.24131999909877777,28.10133171081543,13628.3779296875,385.16552734375,54.25963592529297,0.2370939999818802,28.431215286254883,13780.9951171875,386.59033203125,55.59025955200195,0.23973900079727173,338657898,24453857900,10475146018,2045991010,1855741696
2020-11-02,27.883930206298828,13550.4892578125,383.15673828125,53.817481994628906,0.23542100191116333,27.883930206298828,13550.4892578125,383.15673828125,53.817481994628906,0.23542100191116333,29.278024673461914,13808.3232421875,403.2407531738281,56.71083450317383,0.24425899982452393,27.833024978637695,13243.16015625,381.01763916015625,53.2059440612793,0.2337689995765686,28.461469650268555,13737.0322265625,396.3559875488281,55.58732223510742,0.2398039996623993,390864652,30771455468,13997574252,3019889902,2412875798
2020-11-03,26.8570499420166,13950.30078125,387.6021728515625,53.81962203979492,0.23950999975204468,26.8570499420166,13950.30078125,387.6021728515625,53.81962203979492,0.23950999975204468,27.883926391601562,13984.9814453125,389.515380859375,54.27239990234375,0.24212799966335297,25.897151947021484,13325.44140625,371.312744140625,51.64844512939453,0.22877199947834015,27.883926391601562,13550.451171875,383.1560363769531,53.81740951538086,0.23542000353336334,457901613,29869951617,12588494762,2580300879,3052524907
2020-11-04,26.931514739990234,14133.70703125,402.1419982910156,54.49910354614258,0.2377929985523224,26.931514739990234,14133.70703125,402.1419982910156,54.49910354614258,0.2377929985523224,26.95651626586914,14218.7666015625,407.6656494140625,55.00708770751953,0.24039000272750854,25.96685218811035,13580.4716796875,377.8276062011719,51.60655975341797,0.2333880066871643,26.85738754272461,13950.48828125,387.60321044921875,53.8194694519043,0.23950999975204468,383972480,35116364962,15126077675,3050534139,3335786074
2020-11-05,27.675859451293945,15579.8486328125,414.0673522949219,58.678497314453125,0.2457759976387024,27.675859451293945,15579.8486328125,414.0673522949219,58.678497314453125,0.2457759976387024,27.89942741394043,15706.404296875,417.52593994140625,59.223793029785156,0.24704599380493164,26.718618392944336,14102.0888671875,397.2458190917969,54.50187301635742,0.2375580072402954,26.931575775146484,14133.7333984375,402.1429443359375,54.50187301635742,0.2377990037202835,299236756,40856321439,15440711038,3250514599,2949508995
2020-11-06,29.01799964904785,15565.880859375,454.71929931640625,63.13111114501953,0.25844499468803406,29.01799964904785,15565.880859375,454.71929931640625,63.13111114501953,0.25844499468803406,29.417892456054688,15903.4375,456.20062255859375,63.28035354614258,0.26080501079559326,27.67580795288086,15226.83984375,412.9822998046875,58.46535110473633,0.24530699849128723,27.67580795288086,15579.7294921875,414.06671142578125,58.67619323730469,0.24577000737190247,343104562,39837841971,16738305610,4083503373,3282591092
2020-11-07,27.738094329833984,14833.75390625,435.713134765625,59.143646240234375,0.24958199262619019,27.738094329833984,14833.75390625,435.713134765625,59.143646240234375,0.24958199262619019,29.844575881958008,15737.095703125,465.67547607421875,64.40208435058594,0.266416996717453,26.986038208007812,14423.203125,428.45635986328125,57.59221267700195,0.24558499455451965,29.01799964904785,15565.880859375,454.7225646972656,63.13111114501953,0.25844499468803406,362934993,35024953706,18873289788,4320946722,3395345984
2020-11-08,28.305116653442383,15479.5673828125,453.5547790527344,61.05504608154297,0.2539390027523041,28.305116653442383,15479.5673828125,453.5547790527344,61.05504608154297,0.2539390027523041,28.68533706665039,15637.3203125,457.78045654296875,61.81282043457031,0.2567349970340729,27.5147762298584,14744.1103515625,433.1537780761719,58.8812370300293,0.24791300296783447,27.738094329833984,14833.75390625,435.71881103515625,59.143646240234375,0.24958199262619019,321186882,26632075029,11292383601,2560316021,2364742336
2020-11-09,28.018020629882812,15332.3154296875,444.1630554199219,59.36388397216797,0.25074800848960876,28.018020629882812,15332.3154296875,444.1630554199219,59.36388397216797,0.25074800848960876,28.923385620117188,15785.13671875,457.349609375,61.77642822265625,0.25606998801231384,27.408660888671875,14865.529296875,435.16387939453125,57.84232711791992,0.24611499905586243,28.30513572692871,15479.595703125,453.57415771484375,61.055015563964844,0.2539390027523041,335957338,34149115566,13704320630,2791720300,3079413903
2020-11-10,28.193342208862305,15290.90234375,449.67962646484375,58.237342834472656,0.25391098856925964,28.193342208862305,15290.90234375,449.67962646484375,58.237342834472656,0.25391098856925964,28.468074798583984,15450.3291015625,453.75836181640625,59.657386779785156,0.2642970085144043,27.70500946044922,15124.9599609375,439.6001281738281,57.597496032714844,0.24872399866580963,28.018600463867188,15332.3505859375,444.1663818359375,59.3654670715332,0.2507529854774475,310738349,25574938143,12090381666,2269831643,3488798458
2020-11-11,27.956178665161133,15701.33984375,462.9605407714844,59.51502990722656,0.2562589943408966,27.956178665161133,15701.33984375,462.9605407714844,59.51502990722656,0.2562589943408966,28.62005615234375,15916.2607421875,473.578857421875,60.548316955566406,0.2597239911556244,27.87151527404785,15290.0068359375,449.5249328613281,58.20498275756836,0.2528420090675354,28.193321228027344,15290.9091796875,449.6796569824219,58.237266540527344,0.25391098856925964,279645463,29772374934,14075403511,2580790979,2811079099
2020-11-12,27.61480712890625,16276.34375,461.0052795410156,60.365379333496094,0.25490298867225647,27.61480712890625,16276.34375,461.0052795410156,60.365379333496094,0.25490298867225647,28.157188415527344,16305.00390625,467.6778259277344,60.44973373413086,0.25808098912239075,27.34979248046875,15534.771484375,452.0724182128906,58.30534744262695,0.25283899903297424,27.955781936645508,15701.298828125,462.95953369140625,59.514549255371094,0.2562580108642578,266092376,34175758344,12877327234,2506731801,2443233108
2020-11-13,28.182172775268555,16317.80859375,474.6264343261719,65.45719909667969,0.265190988779068,28.182172775268555,16317.80859375,474.6264343261719,65.45719909667969,0.265190988779068,28.48151397705078,16463.177734375,475.2172546386719,66.02117919921875,0.2656790018081665,27.562482833862305,15992.15234375,457.2982482910156,60.31187438964844,0.2540909945964813,27.614274978637695,16276.4404296875,461.0054931640625,60.36493682861328,0.25490298867225647,292737428,31599492172,13191505725,4324936978,2989109717
2020-11-14,27.936201095581055,16068.138671875,460.14984130859375,63.77415084838867,0.268341988325119,27.936201095581055,16068.138671875,460.14984130859375,63.77415084838867,0.268341988325119,28.182172775268555,16317.80859375,475.16143798828125,65.83606719970703,0.27701398730278015,27.40985870361328,15749.193359375,452.986083984375,61.9269905090332,0.26245400309562683,28.182172775268555,16317.80859375,474.6264343261719,65.45719909667969,0.265190988779068,254114574,27481710135,10312037942,2879859655,4433908911
2020-11-15,27.621030807495117,15955.587890625,447.55908203125,62.27992248535156,0.2696419954299927,27.621030807495117,15955.587890625,447.55908203125,62.27992248535156,0.2696419954299927,28.172454833984375,16123.1103515625,460.99407958984375,64.14686584472656,0.27661800384521484,27.114181518554688,15793.5341796875,440.25433349609375,61.234519958496094,0.2646450102329254,27.936201095581055,16068.1396484375,460.14990234375,63.77415466308594,0.268341988325119,254946427,23653867583,10308617165,2565763410,3613774298
2020-11-16,28.064109802246094,16716.111328125,459.9403076171875,71.32624816894531,0.2855199873447418,28.064109802246094,16716.111328125,459.9403076171875,71.32624816894531,0.2855199873447418,28.1802921295166,16816.181640625,463.8310241699219,71.99732208251953,0.2880080044269562,27.500865936279297,15880.7060546875,445.5016174316406,62.17103576660156,0.26805299520492554,27.621030807495117,15955.5771484375,447.5589904785156,62.2799186706543,0.2696410119533539,275039274,31526766675,11441239444,5089779254,4105697051
2020-11-17,28.530580520629883,17645.40625,480.3600769042969,75.85234069824219,0.30240800976753235,28.530580520629883,17645.40625,480.3600769042969,75.85234069824219,0.30240800976753235,28.750810623168945,17782.919921875,482.2322082519531,76.4345932006836,0.3044019937515259,28.17127799987793,16564.544921875,460.776611328125,71.23477172851562,0.2911129891872406,28.17127799987793,16685.69140625,464.4066467285156,73.5011215209961,0.2917959988117218,320321793,39006849170,14593057877,5781117491,6002566535
2020-11-18,28.076162338256836,17804.005859375,479.48406982421875,73.69493865966797,0.29422199726104736,28.076162338256836,17804.005859375,479.48406982421875,73.69493865966797,0.29422199726104736,28.781078338623047,18393.94921875,491.9999084472656,76.44735717773438,0.30727699398994446,27.543642044067383,17352.90625,465.8309631347656,69.62852478027344,0.2838279902935028,28.530521392822266,17645.19140625,480.3468322753906,75.84986114501953,0.3023970127105713,327690836,49064800278,17880199224,6120728271,5684799554
2020-11-19,28.094104766845703,17817.08984375,471.63043212890625,81.68367004394531,0.30376601219177246,28.094104766845703,17817.08984375,471.63043212890625,81.68367004394531,0.30376601219177246,28.338260650634766,18119.546875,480.1217346191406,83.21234130859375,0.3065049946308136,27.654972076416016,17382.5546875,465.7042541503906,71.79660034179688,0.2846429944038391,28.0760498046875,17803.861328125,479.48101806640625,73.6956787109375,0.29422199726104736,282317319,36985055355,12473929218,6615851204,5230574728
2020-11-20,28.891996383666992,18621.314453125,509.74456787109375,82.5831527709961,0.32806798815727234,28.891996383666992,18621.314453125,509.74456787109375,82.5831527709961,0.32806798815727234,29.271535873413086,18773.2265625,513.6103515625,85.17499542236328,0.3293929994106293,28.092193603515625,17765.794921875,471.6314697265625,80.26535034179688,0.2982029914855957,28.092193603515625,17817.083984375,471.6314697265625,81.68363189697266,0.30376601219177246,321436881,36992873940,18629943296,6264878329,6283633942
2020-11-21,30.39129066467285,18642.232421875,549.4866333007812,86.41011810302734,0.4583440124988556,30.39129066467285,18642.232421875,549.4866333007812,86.41011810302734,0.4583440124988556,30.732030868530273,18936.62109375,550.2274169921875,88.00359344482422,0.4630570113658905,28.350330352783203,18444.359375,504.2377624511719,80.65087890625,0.32806798815727234,28.891996383666992,18621.31640625,509.7445983886719,82.5831527709961,0.32806798815727234,419204706,39650210707,20757099184,6565673514,16206296041
2020-11-22,29.925071716308594,18370.001953125,558.068115234375,82.70420837402344,0.44369998574256897,29.925071716308594,18370.001953125,558.068115234375,82.70420837402344,0.44369998574256897,31.073448181152344,18688.96875,579.3724975585938,87.64380645751953,0.4919019937515259,29.08958625793457,17671.384765625,514.5172119140625,79.6460952758789,0.4132559895515442,30.39129066467285,18642.232421875,549.4866333007812,86.41011810302734,0.4583440124988556,426289161,41280434226,21967049601,6285046852,19097682286
2020-11-23,30.965368270874023,18364.12109375,608.4540405273438,89.03931427001953,0.6139799952507019,30.965368270874023,18364.12109375,608.4540405273438,89.03931427001953,0.6139799952507019,31.04421043395996,18711.42578125,609.9876098632812,90.16441345214844,0.61496901512146,29.8188419342041,18000.796875,551.2652587890625,81.18516540527344,0.43473199009895325,29.925092697143555,18370.017578125,558.0595092773438,82.70428466796875,0.44370099902153015,433686948,42741112308,27272302872,7198913664,20715303968
2020-11-24,33.80315017700195,19107.46484375,603.8977661132812,89.20537567138672,0.6921030282974243,33.80315017700195,19107.46484375,603.8977661132812,89.20537567138672,0.6921030282974243,35.11366271972656,19348.271484375,621.1734008789062,93.57601928710938,0.7680190205574036,30.851287841796875,18128.65625,593.8351440429688,86.8316650390625,0.5779060125350952,30.971752166748047,18365.015625,608.5227661132812,89.03275299072266,0.6141930222511292,840230024,51469565009,23281758100,7748145325,32826193388
2020-11-25,31.342960357666016,18732.12109375,570.6866455078125,81.880126953125,0.6354830265045166,31.342960357666016,18732.12109375,570.6866455078125,81.880126953125,0.6354830265045166,35.28230667114258,19390.96484375,605.0941772460938,90.41155242919922,0.7198569774627686,30.77440071105957,18581.146484375,559.67138671875,79.86409759521484,0.5965480208396912,33.85777282714844,19104.41015625,603.9020385742188,89.20350646972656,0.6921539902687073,599500600,43710357371,20088492893,6033297331,23569614498
2020-11-26,28.20491600036621,17150.623046875,518.8011474609375,70.86572265625,0.5330190062522888,28.20491600036621,17150.623046875,518.8011474609375,70.86572265625,0.5330190062522888,31.73126792907715,18866.28515625,575.6414794921875,83.07267761230469,0.6497300267219543,26.537389755249023,16351.03515625,485.497314453125,65.22534942626953,0.4621410071849823,31.317729949951172,18729.83984375,570.514892578125,81.87519836425781,0.6348919868469238,659590250,61396835737,31104004592,8965913476,23673915793
